word,synonym,antonym
مشترک,"['مشاع', 'آبونه']","['مفروز', 'عمومی']"
مصور,"[' تصویردار ۲. نقاشیشده', 'منقوش', 'بهتصویردرآمده ۳. تصورشده ۴. مجسم', 'صورتگر', 'صورتنگار', 'نقاش', 'نقشپرداز', 'نقشگر', 'نگارگر', 'چهرهنگار', 'صورتگر', 'صورتنگار', 'نقشبند', 'نقشپرداز', 'چهرهپرداز', 'نقاش']",nothing
نقش‌ها,['خال'],nothing
جاذب,"[' دلربا', 'دلفریب', 'دلکش', 'رباینده', 'فریبنده', 'گیرا ۲. جذبکننده', 'کشنده', 'جالب', 'نافذ']",nothing
گشادی,"['فراخنا', 'فراخی', 'وسعت ', 'فراخنا', 'فراخی', 'توسیع', 'وسعت']","[' تنگی', 'ضیق', 'بساطت', 'تنگی']"
اتحاد,"['ائتلاف', 'اتصال', 'اتفاق', 'پیوستگی', 'پیوند', 'توافق', 'وحدت', 'همبستگی', 'همدستی', 'همدلی', 'همراهی', 'یکدلی', 'یگانگی', '', 'همبستگی', 'ائتلاف', 'همدلی', 'همدستی', 'اتفاق']","[' اختلاف', 'گسیختگی', 'چنددستگی', 'وحدت', 'توافق', 'پیوند']"
حقایق,"['حقیقتها', 'علوم']","['خرافات', 'خیالات']"
دارو,"[' دوا ۲. درمان', 'علاج ۳. زهر', 'سم']",nothing
عمارت,"[' بنا', 'ساختمان  بدنه', 'پیکر', 'تنه  آبادانی', 'آبادی', 'تعمیر', 'عمران  آبادسازی', 'تعمیر', 'آبادانی', 'آبادی']","['عمران', 'ویرانی', 'تعمیر کردن', 'معمور کردن']"
تصور,"[' اندیشه', 'انگار', 'پندار', 'تخیل', 'تفکر', 'خیال', 'زعم', 'فکر', 'گمان', 'مخیله', 'وهم ', 'مخیله', 'تخیل', 'انگار', 'پندار', 'تفکر', 'زعم', 'گمان', 'فرض', 'خیال']","[' تصدیق  اندیشه کردن', 'اندیشیدن', 'انگاشتن ', 'گفتن']"
تبریزی,['سپیدار'],nothing
خواجگان,"[' دولتمردان ۲. بزرگان', 'سروران', 'اربابان ۳. محتمشان', 'دولتمندان']",nothing
می‌داشت,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']",nothing
گورخانه,"['خاکجا', 'قبر', 'گور', 'گورگاه', 'مدفن', 'مزار', 'مقبره']",nothing
نااهل,"['بیادب', 'بیقابلیت', 'ناباب', 'ناخلف ', 'ناخلف', 'ناباب']","[' اهل', 'اهل', 'مرد']"
شنگ,"['جماش', 'شوخ']",nothing
عزرائیل,"['اجل', 'ملکالموت']",nothing
الهام,"[' مکاشفه ۲. وحی ۳. القا', 'وحی', 'مکاشفه']",nothing
شادکام,"[' کامران', 'کامروا', 'کامیاب  خوشحال', 'شاد', 'شادمان', 'مسرور ', 'کامروا', 'کامیاب']",[' تلخکام']
نعم,"[' آری', 'بله', 'بلی', 'لبیک  تنعمات', 'عطایا', 'نعمتها', 'هدایا ', 'بلی', 'آره', 'بله', 'چهارپا']","[' لا', 'نه', 'آری']"
حری,['سزاوار'],nothing
حفره,"[' سوراخ ۲. گودال', 'چاله', 'مغاک ۳. گور', 'قبر', 'خندق', 'گودال', 'غار', 'چاله', 'چال', 'سوراخ']",nothing
ریزه,"['تکه', 'خرده', 'دانه', 'ریز', 'قراضه', 'لطیف']",['خرد']
رقم,"[' شمار', 'عدد  شماره', 'عده  قلم  نمره  قسم', 'نوع  خط', 'دستخط', 'فرمان  علامت', 'نشان', 'دستخط', 'شماره', 'قسم', 'فرمان', 'نوع']",['حرف']
آسوده,"[' آرام', 'راحت  خاطرجمع', 'فارغ  بیخیال', 'فارغالبال', 'فارغبال  مرفه  خلاص', 'سبکبار  بیحرکت', 'ساکن  آرمیده  مرده  مدفون', 'فارغبال', 'آرمیده', 'غنوده', 'خاطرجمع', 'مرفه', 'خلاص']","['ناآسوده', 'مطمئن کردن', 'دلواپس', 'سبکبار سبکبار']"
منبسط,"[' باز', 'گسترده', 'گشاده', 'گشوده  بشاش', 'خوشحال', 'شادان', 'گشادهرو ', 'گشوده', 'گسترده', 'گشاده', 'باز']","[' بسته', 'منقبض', 'منقبض']"
تنی,[' بدنی  مربوط به تن  از یک پدر و مادر '],[' ناتنی']
عاری,"[' بری', 'فاقد', 'مبرا  برهنه', 'پتی', 'لخت', 'سترده', 'مبرا', 'محروم', 'برهنه', 'بری']","['بدون', 'تهی', 'خالی', 'مجرد']"
گوشت,"['لحم', 'لحم', 'عضله']",['چربی']
پلید,"[' آلوده', 'بد', 'پلشت', 'چرکآلود', 'چرکین', 'خبیث', 'کثیف', 'ملوث', 'نجس  تبهکار', 'خبیث', 'بدکار', 'شریر', 'فاسد', 'ناپاک ', 'ملوث', 'چرکین', 'کثیف', 'قذر', 'مردار', 'آلوده', 'نجس']","[' پاک', 'رجس', 'اهریمن', 'پلشت', 'طاهر', 'تردامن']"
آمیخته,"['درهم', 'عجین', 'قاطی', 'مختلط', 'مخلوط', 'مرکب', 'معجون', 'ممزوج', 'ناسره ', 'سرشته', 'قاطی', 'متداخل', 'ناخالص', 'ممزوج', 'مخلوط']",[' سره']
اتباع,"[' پیروان', 'وابستگان  تابعین', 'شهروند ', 'وابستگان']",[' بیگانگان']
تبع,"[' پیروی ۲. پیروان', 'تابعان ۳. چاکران']",nothing
رفتار,"[' اقدام', 'حرکت', 'سلوک', 'سیره', 'صفت', 'عمل', 'فعل', 'کردار', 'کنش  روش', 'سبک', 'سلوک', 'روال', 'سیر', 'طریقه', 'مشی', 'هنجار', 'اقدام']","['حرکات', 'چپ افتادن', 'سلوک']"
تهمت,"['اتهام', 'افترا', 'بهتان', 'دروغ', 'فریه', 'نمامی', 'بهتان', 'اتهام', 'سعایت', 'افترا', 'نمامی', 'دروغ']",['بدگویی']
مختلف,"['جوراجور', 'گوناگون', 'گونهگون', 'متعدد', 'متفاوت', 'متنوع ']","[' مشابه', 'همگون', 'خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']"
بیع,"['ابتیاع', 'خرید', 'دادوستد', 'صفعه', '', 'خرید', 'ابتیاع', 'دادوستد']","[' فروش', 'شرا']"
معسر,"['تنگدست', 'تهیدست', 'نیازمند', 'فقیر', 'عسرتزده ', 'دشوار', 'مشکل', 'پیچیده', 'سخت ', 'مفتقر', 'مفلس']","[' فراخدست', ' میسر']"
سخره,"[' بیگاری', 'کار بیمزد ۲. تمسخر', 'ریشخند', 'لاغ', 'افسوس', 'بیگاری', 'بیگار']",nothing
یکرنگی,"['مرافقت', 'همدلی', 'صمیمیت']","['دورویی', 'بیریایی']"
ضیا,"['پرتو', 'روشنایی', 'روشنی', 'ضوء', 'نور ', 'روشنی', 'فروغ', 'پرتو']",[' تاریکی']
خبیر,"['آگاه', 'بصیر', 'خبره', 'سیاستمدار', 'کاردان', 'مطلع', 'واقف ', 'بصیر', 'خبره', 'سیاستمدار سیاستمدار', 'مطلع', 'واقف', 'کاردان', 'آگاه']","[' ناآگاه', 'ناآگاه', 'بیوقوف']"
ضریر,"[' اعمی', 'کور', 'نابینا  لاغر', 'ناتوان', 'نحیف', 'نزار', '', 'کور', 'نابینا']",[' بینا']
ناحیت,"['اقلیم', 'بخش', 'خطه', 'قلمرو', 'منطقه', 'ناحیه', 'ناحیه']",nothing
چهل,['چل'],nothing
دایه,"[' ربیبه', 'شیرده', 'ماماچه', 'مرضع', 'مرضعهماما ۲. پرستار', 'مادرخوانده', 'مرضع', 'شیرده', 'داه']",nothing
سماک,"['سماق', 'ترشابه', 'تتری', 'ماهیفروش', 'سماق']",nothing
می‌شنود,['سمع'],nothing
ناری,['لباس'],['بادی']
حطب,"['خار', 'هیزم', 'هیمه', 'هیزم', 'هیمه']",nothing
ریاست,"['آقایی', 'بزرگی', 'پیشوایی', 'حکومت', 'زعامت', 'سرپرستی', 'سروری', 'مدیریت', 'مهتری', 'نقابت', 'حکمرانی', 'زعامت', 'حکومت', 'سروری', 'سرپرستی', 'مهتری', 'آقایی', 'پیشوایی', 'خواجگی']",nothing
فصیح,"['بلیغ', 'زباندان', 'زبانآور', 'شیوا', 'غرا', 'گشادهزبان', 'سخنآرا', 'شیوا', 'ذلیق', 'تیززبان', 'زبانآور', 'آبدار']","['بلیغ', 'سفاح']"
خلایق,"['آفریدگان', 'خلیقهها', 'مردم', 'موجودات', 'مخلوقات']",nothing
نایبی,['نیابت'],nothing
سره,"[' بیآلایش', 'بیآمیغ', 'بیغش', 'پاک', 'خالص', 'ناب', 'نیامیخته ', 'بیغش', 'بحت', 'بیآلایش', 'بیآمیغ', 'ناب']","[' ناسره  درست', 'صحیح ', 'ناسره', 'خلص', 'آمیخته', 'ملخص']"
فریق,"['جماعت', 'حزب', 'دسته', 'فرقه', 'گروه', 'فرقه']",nothing
همنشین,"['جلیس', 'دوست', 'رفیق', 'صحابه', 'قرین', 'محشور', 'مصاحب', 'مصاحب', 'معاشر', 'مقترن', 'ملازم', 'مونس', 'ندیم', 'همدم', 'همصحبت', 'همقران', 'همکلام', 'یار', 'همنشست', 'ندیمه', 'جلیس', 'دمخور', 'معاشر', 'محشور', 'انیس', 'ندیم', 'رفیق', 'مونس']",['مانوس']
درج,"[' ثبت', 'ضبط ۲. قید کردن', 'گنجانیدن ۳. مندرج ۴. طومار', 'نامه', 'نوشته', 'ضبط', 'طبله']",nothing
سیاهی,"['تاریکی', 'تیرگی', 'ظلمت', 'سواد', 'کبودی ', 'کبودی', 'ظلام', 'شبح', 'ظلمت', 'تیرگی', 'تاریکی']","[' سپیدی', 'سرمه', 'سپیدی', 'سواد']"
ناصر,"['غالب', 'فاتح', 'مددکار', 'یار', 'یاریگر', 'یاور ', 'یاریگر', 'مددکار', 'یاور', 'یار']","[' مغلوب', 'مقهور', 'ظفرمند', 'منتصر', 'قاهر', 'فاتح', 'متغلب']"
عامل,"[' آژانس  پیشکار', 'کارپرداز', 'کارگزار', 'نماینده  مامور', 'مزدور  بااثر', 'ثمربخش', 'موثر  صانع', 'فاعل', 'کننده', 'کننده', 'صانع', 'ثمربخش', 'کارگزار', 'کنا', 'مهره', 'بانی']",['فاعل']
چرخه,"[' تناوب', 'دور', 'سیر', 'سیکل ۲. چرخ', 'گردونه ۳. کلاف نخ', 'فلکه']",nothing
خطی,"[' دستنوشته', 'دستنویس', 'غیرچاپی  خطدار ']","[' چاپی', 'چاپی']"
انتها,"[' آخر', 'اختتام', 'انجام', 'پایان', 'ختم', 'سرانجام', 'عاقبت', 'فرجام', 'منتهاالیه', 'منتها', 'نوک', 'نهایت  بن', 'ته', 'راس ', 'ذیل', 'منتهاالیه', 'ختام', 'سرانجام', 'قعر', 'اختتام', 'نهایت', 'منتها']","[' آغاز', 'ابتدا', 'بین', 'ابتدا', 'حاق', 'حداثت']"
حوض,"['آبگیر', 'استخر', 'تالاب', 'حوضچه', 'حوضخانه', 'استخر']",nothing
جر,"[' اوقاتتلخی', 'عصبانیت', 'لج  پاره', 'دریدگی  بهانه', 'دبه', 'جدال', 'دعوا', 'کشمکش ', 'خرخشه', 'کشمکش', 'ستیز', 'ماجرا', 'جدال']","[' صلح', 'مشاجره کردن']"
جوز,"['گردو', 'گردو']",nothing
مویز,[' انگور سیاه خشکیده '],['  کشمش  انگور خشکیده']
رفته‌اند,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
حول,"[' توان', 'توانایی', 'قدرت', 'قوت', 'نیرو ۲. جودت نظر ۳. اطراف', 'پیرامون', 'جهات', 'گرداگرد']",nothing
تلف,"[' اتلاف', 'پامال', 'پایمال', 'تباه', 'حیفومیل', 'فنا', 'مردن', 'منهدم', 'ضایع', 'نابود', 'نیست', 'هدر', 'هلاک ۲. نابود شدن', 'نیست شدن', 'تباه شدن ۳. هلاک گردانیدن', 'حیفومیل', 'اتلاف', 'نفله', 'نابود', 'نیست', 'ضایع']",nothing
مسبح,"['تسبیحخوان', 'تسبیحگر', 'تسبیحکننده']",nothing
پول,"[' اسکناس', 'بودجه', 'پیسه', 'تنخواه', 'دستمایه', 'دینار', 'سرمایه', 'سکه', 'مبلغ', 'مسکوک', 'نقد', 'نقدینه', 'وجه  پل', 'جسر', 'اسکناس', 'دستمایه', 'مادیات', 'بودجه', 'پیسه', 'نقدینه', 'دینار']",['خرج کردن']
صراط,"['راه', 'سبیل', 'طریق', 'سبیل', 'راه', 'طریق']",nothing
همآن,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی']",nothing
جنس‌ها,"['سنگینه', 'مسی']",nothing
خاشاک‌ها,"['خاور', 'خار']",nothing
ساحر,"[' افسونگر', 'جادوگر', 'سحار ۲. کاهن', 'نفاث', 'نفاث', 'رمال', 'سحرآفرین', 'نظربند', 'سحار', 'کاهن', 'افسونگر', 'جادوگر']",nothing
کفش,"['ارسی', 'پاافزار', 'پاچپله', 'پایافزار', 'پایپوش', 'پوتین', 'چکمه', 'دمپایی', 'گیوه', 'ملکی', 'موزه', 'نعلین', 'نعلین', 'دمپایی', 'ملکی', 'چارق', 'گیوه', 'پایپوش', 'پاافزار', 'پایافزار', 'موزه', 'پاپوش']",nothing
نااهلی,['بیادبی'],nothing
ساخته,"[' صنع', 'مصنوع  پرداخته  آماده', 'مهیا  جعلی', 'ساختگی  سروده']","['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']"
خلف,"[' بازمانده  بدل', 'جانشین', 'عوض  فرزند  صالح', 'نیکوکار  شایسته', ' بطلان', 'ضد  نقض  خلاف وعده کردن', 'به وعده وفا ن کردن  دروغ  دروغ گفتن', ' پس', 'پشت', 'ظهر', 'عقب', 'ورا ', 'ظهر', 'وارث', 'ورا', 'جانشین', 'صالح', 'پس']","[' پیش  واپس  وارث ', 'ناخلف', 'سلف', 'عقب', 'مقابل']"
غریو,"['افغان', 'بانگ', 'جیغ', 'خروش', 'داد', 'دادوبیداد', 'زاری', 'غوغا', 'فریاد', 'فغان', 'گریه', 'نعره', 'ولوله', 'همهمه', 'هیاهو', 'غیه', 'جاروجنجال', 'نعره', 'جیغ', 'جیغوداد', 'دادوبیداد', 'سروصدا', 'بانگ', 'ولوله', 'هیاهو', 'خروش', 'فریاد', 'داد']",nothing
بیگار,"['بیگاری', 'سخره', 'شاکار', 'شایگان', 'کار بیمزد ', 'بیگاری']",[' مزدوری']
ابله,"['احمق', 'بیشعور', 'بیعرضه', 'بیعقل', 'پخمه', 'خل', 'رعنا', 'ساده', 'سفیه', 'کالیوه', 'کانا', 'کمعقل', 'کمهوش', 'کودن', 'گاوریش', 'گول', 'نادان', 'هزاک', 'گاوریش', 'ناقصعقل', 'گول', 'خل', 'کمعقل']",nothing
استخوانی,"['پرگوشت', 'خشکیده']",nothing
بندش,"['انسداد', 'سد', 'انسداد', 'گیرش']",nothing
نمی‌گیرد,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
خبیث,"[' بدخواه', 'بدذات', 'بدطینت', 'بدسرشت', 'بدکار', 'بدمنش', 'بدنیت', 'ناکس', 'پستفطرت', 'بدنهاد ', 'پلید', 'شرور', 'بدمنش', 'شریر', 'قبیح', 'اهریمن', 'بدخواه', 'بدکار', 'بدذات']","[' خوشطینت  شرور', 'شریر  قبیح', 'مستهجن  پلید', 'ناپاک', 'نجس ', 'بدطینت', 'بدروزگار']"
مصحف,"['تصحیفشده', ' قرآن ۲. کتاب', 'نامه ۳. جلد', 'مجلد', 'صحیفه', 'قرآن', 'کتاب', 'نامه']",nothing
عیال,"[' بانو', 'جفت', 'زن', 'زوجه', 'عائله', 'همسر  خانواده', 'زنوفرزند', 'عائله', 'منکوحه', 'زن', 'بانو']","['شوی', 'تاهل']"
سنگ‌ها,"['سنگریزه، سنگریزه', 'سنگینه', 'جماد', 'برد', 'تحجر', 'خار']",nothing
حاسد,"['بداندیش', 'بدخواه', 'بدسگال', 'حسود', 'رشکین', 'حسود']",nothing
حاجب,"[' پرده', 'حجاب', '۲. بواب', 'پردهدار', 'دربان ۳. حایل', 'رادع ۴. ابرو', 'سرایدار، سرایدار', 'بواب', 'پردهدار', 'قاپوچی', 'پردگی', 'دربان', 'رادع']",nothing
رابطه,"['ارتباط', 'انتساب', 'انس', 'بستگی', 'پیوستگی', 'پیوند', 'تماس', 'ربط', 'سروکار', 'نسبت', 'وابستگی ', 'ربط', 'سروکار', 'انتساب', 'وابستگی', 'ید', 'ارتباط']","[' ضابطه', 'ضابطه']"
سوزان,"[' آتشین', 'حار', 'داغ', 'سوزنده', 'گرم', 'محترق', 'مشتعل', 'ملتهب  تبدار ', 'حاره', 'آتشناک', 'سوزنده', 'ملتهب', 'آتشین', 'پرالتهاب', 'وهاج', 'داغ', 'تفته']","[' بارد  پرسوزوگداز', 'پرسوز', 'سوزناک  شدید', 'زایدالوصف', 'حار', 'گرم']"
نظرگاه,"['تماشاگاه', 'تماشاگه', 'مطمح', 'منظر', 'منظره', 'دیدگاه', 'منظره', 'مطمح']",nothing
ارجمند,"['بلندمرتبه', 'بااهمیت', 'عزتمند', 'شخیص', 'گرامی', 'معز', 'مفخم', 'بلندرتبه', 'ورجاوند', 'عزیز', 'مکرم', 'والامقام']",['بیارج']
لالا,"[' بنده', 'خدمتکار', 'غلام  لله', 'مربی  ماما  خفتن', 'خواب  درخشان', 'درخشنده', 'لله']",['خوابیدن']
سفل,"['تحت', 'پستی']","['علو', 'بلندی']"
علو,"['بالا', 'بزرگواری', 'رفعت', 'روی', 'فوق', 'کرامت ', 'رفعت', 'بزرگواری', 'روی', 'بزرگی', 'بالا']","[' پایین', 'تحت', 'زیر', 'سفل', 'فرود', 'بلندی']"
